0,0,45116.1
1,0.0182138,45118.1
2,0.0364276,45120.1
3,0.0546414,45122.1
4,0.0728552,45124.1
5,0.091069,45126.2
6,0.109283,45128.3
7,0.127497,45130.5
8,0.14571,45132.7
9,0.163924,45134.9
10,0.182138,45137.2
11,0.200352,45139.5
12,0.218566,45141.8
13,0.236779,45144.2
14,0.254993,45146.6
15,0.273207,45149.1
16,0.291421,45151.6
17,0.309635,45154.2
18,0.327848,45156.8
19,0.346062,45159.4
20,0.364276,45162.1
21,0.38249,45164.8
22,0.400704,45167.6
23,0.418917,45170.4
24,0.437131,45173.3
25,0.455345,45176.2
26,0.473559,45179.2
27,0.491773,45182.3
28,0.509986,45185.3
29,0.5282,45188.5
30,0.546414,45191.7
31,0.564628,45194.9
32,0.582842,45198.2
33,0.601055,45201.6
34,0.619269,45205
35,0.637483,45208.5
36,0.655697,45212
37,0.673911,45215.6
38,0.692124,45219.3
39,0.710338,45223
40,0.728552,45226.8
41,0.746766,45230.6
42,0.76498,45234.5
43,0.783193,45238.5
44,0.801407,45242.6
45,0.819621,45247
46,0.837835,45252.1
47,0.856049,45259.7
48,0.874262,45273.7
49,0.892476,45303.1
50,0.91069,45363.1
51,0.928904,45473.9
52,0.947118,45653.6
53,0.965331,45906.6
54,0.983545,46213.3
55,1.00176,46531.7
56,1.01997,46812.9
57,1.03819,47021.8
58,1.0564,47151.3
59,1.07461,47220.9
60,1.09283,47266.3
61,1.11104,47325.4
62,1.12926,47425.7
63,1.14747,47571.5
64,1.16568,47734.5
65,1.1839,47856.5
66,1.20211,47871.6
67,1.22032,47740.7
68,1.23854,47474.1
69,1.25675,47127.2
70,1.27497,46772.4
71,1.29318,46467.6
72,1.31139,46241
73,1.32961,46093.8
74,1.34782,46012.6
75,1.36603,45978.9
76,1.38425,45974.6
77,1.40246,45983.2
78,1.42068,45990.5
79,1.43889,45986.2
80,1.4571,45965.9
81,1.47532,45932.4
82,1.49353,45893.1
83,1.51175,45856.8
84,1.52996,45829.3
85,1.54817,45812.1
86,1.56639,45803
87,1.5846,45797.9
88,1.60281,45792.7
89,1.62103,45784.9
90,1.63924,45773.7
91,1.65746,45759.9
92,1.67567,45745.1
93,1.69388,45731.1
94,1.7121,45719.4
95,1.73031,45710.7
96,1.74852,45705.2
97,1.76674,45702.4
98,1.78495,45701.7
99,1.80317,45702.3
100,1.82138,45703.7
101,1.83959,45705.6
102,1.85781,45707.8
103,1.87602,45710.4
104,1.89424,45713.8
105,1.91245,45718.5
106,1.93066,45725.2
107,1.94888,45734.5
108,1.96709,45747
109,1.9853,45763.3
110,2.00352,45783.5
111,2.02173,45807.4
112,2.03995,45834.4
113,2.05816,45863.3
114,2.07637,45892.7
115,2.09459,45921.3
116,2.1128,45947.6
117,2.13101,45970.8
118,2.14923,45990.3
119,2.16744,46006.2
120,2.18566,46018.5
121,2.20387,46027.9
122,2.22208,46034.8
